"","country","country_name","iso2c","year","b","se","pop.dens","gov.exp","trade","gdp.growth","gdppc","fem.lab","pop","non.agri","net100hab","bb100hab","mobile100hab","fixed100hab"
"91","BGD","Bangladesh","BD",2014,-0.72761068357046,0.047355666095015,1187.06435430591,5.33752075651661,44.5140801968096,6.06105935903958,3511.58152624015,27.7714190073839,154520167,84.6483791013656,13.9,2.00182721190552,82.1047375757376,0.630466933487134
"92","BGD","Bangladesh","BD",2015,-0.730340176116986,0.049784892171164,1200.40159791042,5.40424038147983,42.0859963070382,6.55263987869203,3700.11028454462,28.2597858011217,156256276,85.2170035630636,14.4,3.1313558247094,84.0770862861214,0.553106103718995
"93","BGD","Bangladesh","BD",2016,-0.732304896991899,0.0527471204711725,1213.57332718752,5.89248883221456,37.9543007335199,7.1135024597439,3920.30116212214,28.7521721486159,157970840,85.9544521591629,18.02,4.17300595358874,86.0769063232833,0.484996080414236
"94","BGD","Bangladesh","BD",2017,-0.733474889205688,0.0561764127623103,1226.63127448721,5.99583847762296,35.3039965170835,7.28418409195113,4161.09013459284,30.1746664730954,159670593,86.5865353615525,15,4.57180111817845,94.5264734995475,0.443101181232421
"95","BGD","Bangladesh","BD",2018,-0.73410482683412,0.0596211768353575,1239.57931166936,6.35669477164265,38.2448929879071,7.86370889257542,4441.42350607517,30.3430043791907,161356039,86.9256828978609,NA,6.34354432363312,100.244712514522,0.898299400183575
"96","BRA","Brazil","BR",2000,-0.926720115086908,0.0208250003458165,20.9125882074241,18.7678457444131,22.6397613567941,4.38794944267383,11597.1433448662,39.9702492488229,174790340,95.2495400242914,2.87068515854108,0.0572113996688833,13.2662771867141,17.6933530766059
"97","BRA","Brazil","BR",2001,-0.92771196050567,0.0210271624074181,21.2004170784409,19.3432950140464,26.936285022064,1.38989640325894,11598.6938525952,40.6549510915503,177196054,95.1989569835782,4.52849486902851,0.186798742143547,16.2225785231086,21.1239348478945
"98","BRA","Brazil","BR",2002,-0.928775816457405,0.0212069065470166,21.4805590717552,19.8096623456372,27.6183574022309,3.05346185795254,11796.9705534406,41.3020909462381,179537520,94.524725106607,9.14942508560748,0.407157233763728,19.4282309346815,21.6170330301989
"99","BRA","Brazil","BR",2003,-0.929793333971336,0.0213919901843482,21.7523571033747,19.0774784933715,28.1403847231593,1.14082899810009,11782.4677716666,41.5582319100609,181809246,93.8328156143496,13.2075861035303,0.531464719896589,25.5065498704065,21.5638097965601
"100","BRA","Brazil","BR",2004,-0.930779127307849,0.0215724847330428,22.0152427453955,18.4675839197143,29.6782524787535,5.75996463871775,12312.3344290767,41.9521427055418,184006481,94.3346884239678,19.073672274442,1.7159536896964,35.6536354825459,21.509515743633
"101","BRA","Brazil","BR",2005,-0.931735733059287,0.0217422419242806,22.2689621135803,18.890001423066,27.0867952089385,3.20213137990235,12561.8201732326,42.4412044242529,186127103,95.3488311771687,21.022747248827,1.73741488900733,46.3179916360703,21.4114974969551
"102","BRA","Brazil","BR",2006,-0.932535131800561,0.0219232216539963,22.5130658256502,19.0389169374901,26.0416998822356,3.96198872184989,12917.9168849667,42.4884749994855,188167356,95.6299562220161,28.1783801797929,2.53338682188849,53.1009326612423,20.6200484636666
"103","BRA","Brazil","BR",2007,-0.93328280448602,0.0221093794105544,22.7479371008382,18.9429876148938,25.2926113700037,6.06987060771837,13560.5451000637,42.5118792909673,190130443,95.5830845639807,30.88,4.00222703946469,63.6300537100205,20.72241634655
"104","BRA","Brazil","BR",2008,-0.934013095287036,0.0222694220769464,22.9752507136755,18.8393928751789,27.2575694188187,5.09419544732717,14110.3451381369,42.4552950879912,192030362,95.4321488168207,33.83,5.21631782374081,78.4466588674139,21.473295457309
"105","BRA","Brazil","BR",2009,-0.934702585074566,0.0224258049649728,23.1973271565205,19.6506384048096,22.1059755993695,-0.125811999414864,13957.6791202509,42.697841776425,193886508,95.5232260080358,39.22,6.0499284457689,87.3632651117735,21.4027259699783
"106","BRA","Brazil","BR",2010,-0.935342331750451,0.0225877638406859,23.4159316546504,19.0168578433479,22.7721781120049,7.52822583005563,14868.3301408841,42.3508262168065,195713635,95.8842435124183,40.65,7.20485826140831,100.621491190432,21.5321829774405
"107","BRA","Brazil","BR",2011,-0.935391706475189,0.0227545200822863,23.6313981340346,18.6692612000646,23.934410646605,3.97442540583816,15318.3063061666,41.9958210554965,197514534,95.6579648801144,45.69,9.02872839698239,118.653295978176,21.7836296362512
"108","BRA","Brazil","BR",2012,-0.935356098929667,0.022926864914704,23.8434981945744,18.530103265791,25.1142943781206,1.92115031836302,15473.7120210456,42.2681667469588,199287296,95.8316717759556,48.56,9.59401130726349,124.605885194922,22.231870381263
"109","BRA","Brazil","BR",2013,-0.935327524239495,0.0230746533505118,24.0527082580574,18.8924602451901,25.7859760796861,3.00484630505706,15800.0389651203,42.2811723996442,201035903,95.4930950617439,51.04,10.6252832081066,134.851428435333,22.403020710051
